question_id,question,answer,image_id
quest9930,what is at the right corner of the image929,fan,image929
quest7627,what is in front of the shelf,bed,image233
quest5016,what is on the left side of the bed,night_stand,image909
quest5951,what is on the left side of the bag,door,image1167
quest350,what color is the door of the garbage bin,black,image414
quest6492,what is on the right side of the fishes on the wall,picture,image1325
quest2910,what is the largest object,blinds,image40
quest7235,how many coffee tables are,4,image117
quest43,what is on the floor on the right side of the image10 behind the door frame in fornt of the cabinet,garbage_bin,image10
quest3287,what is on the carton in front of the doll house,toy,image400
quest982,what are the objects on the table,"monitor, keyboard, mouse, computer, paper",image29
quest2313,what is the object on the table,clothes,image1058
quest4092,what is on the right side of the monitor,papers,image621
quest8294,what is inside the toy basket,toy,image445
quest8159,what is to the left of the laptop,printer,image393
quest3280,what is on the left side of the comforter,lamp,image398
quest7111,what is the colour of the toilet,white,image45
quest11972,what are the things on the cabinet,"coffee_machine, utensils",image1350
quest5495,what is on the floor,clothes,image1036
quest5545,what is on the wall,"framed_certificate, picture",image1050
quest7477,how many posters are,2,image185
quest4016,what is on the speaker,dvd,image602
quest9402,what is the colour of the cupboard handles,black,image792
quest3897,what is on the microwave,"coffee_machine, basket",image570
quest917,what is the object close to the ceiling,light,image1397
quest5515,what is on the wall,picture,image1041
quest10328,what is kept on the floor to the left side of the light switch,picture,image1030
quest11698,what object is in between the sofa,stool,image1298
quest10888,what is found in front of the bookshelf,toy_house,image1146
quest1617,what is object on the table top,tablecloth,image149
quest2847,how many tables are there,3,image20
quest9239,how many photos found on the room,1,image753
quest11962,what are the things on the table,"bottle, bag, bowl, cup",image1349
quest11826,what is to the right of the fireplace,cabinet,image1323
quest8206,what is under the sink,garbage_bin,image408
quest1834,what is the object close to the counter,sink,image649
quest6713,what is in the shelf,"glass, bowl",image1389
quest6949,what is on the right side of the square shaped chair,fireplace,image1448
quest4044,what is the colour of the table,red,image609
quest9007,how many vases are there to the right side of the floor mat,3,image683
quest3602,what is in front of the sofa,carton,image486
quest7949,what is in between the chair,stool,image322
quest8982,what is the colour of the door,brown,image678
quest783,what is the object close to the table top,tablecloth,image1379
quest150,what is on the top of the dresser close to the red deoderant,box,image82
quest1157,what are the objects that are wired close to the ceiling,spot_light,image5
quest1537,what is the object right of the cup on the counter,tissue_box,image124
quest6703,what is on the wall,picture,image1386
quest7602,what is the colour of the sofa,white,image226
quest9429,what is on the ceiling,fan,image798
quest7963,what is to the right of the table,sink,image326
quest12120,what is hanged before the window,curtain,image1379
quest3291,what is in the crib,sheets,image401
quest2402,how many doors are open,1,image1145
quest10594,what is in front of the table,cradle,image1084
quest4150,what is on the right side of the monitor,tissue_box,image637
quest4722,what is above the flower,light,image824
quest8108,how many books are at the corner of the table,3,image374
quest2153,what is the object on the floor in front of the wall,cabinet,image920
quest5973,what is on the left side of the bed,night_stand,image1174
quest4550,what is on the stove,tea_kettle,image779
quest10961,how many caps are there,4,image1162
quest7733,what is on the table,vase,image265
quest9564,what are the things found near the sink,"plate, utensils, bottle_of_hand_wash_liquid",image833
quest9149,what is the name of thing hang in top right side,shower_hose,image726
quest2817,what is the color of the stand next to the fax machine,blue,image11
quest10692,how many racks are there in the bookshelf,6,image1102
quest6607,what is on the table,"book, paper, decorative_item",image1359
quest6339,what is on the right side of the piano bench,stroller,image1281
quest6197,what is in the shelf,television,image1242
quest11353,what is to the right of the bag,chair,image1237
quest3820,what is on the sofa,pillow,image546
quest3753,what is behind the chair,table,image528
quest10037,what is found behind the lamp on the wall,wall_decoration,image962
quest3387,what is behind the table,blinds,image426
quest8102,what is in front of the sofa,table,image372
quest9223,what is the screen colour of computer,white,image749
quest8684,what is behind the fan,air_conditioner,image584
quest3964,what is on the left most side on the table,coffee_machine,image587
quest3306,how many knobs are visible,3,image406
quest5184,what is on the left side of the container,bag,image954
quest1732,what is the object on the floor in front of the wall,refridgerator,image566
quest7673,what is to the left of the sofa,table,image247
quest6512,how many lamps are there,2,image1329
quest8306,what is near the tape dispenser,fax_machine,image450
quest3722,what is the colour of the basket,green,image519
quest987,what is the object close to the counter,sink,image677
quest2805,what is in front of the closed door,garbage_bin,image8
quest5408,what is in front of the bed,bench,image1014
quest2212,what is the object close to the wall right of the shelf,window,image979
quest10500,what is to the right of the cabinet,bed,image1067
quest9674,what is the object on the wooden chair,towel,image864
quest3134,what is the colour of the equipment on the pillar,red,image110
quest169,how many steps does the step stool have,3,image104
quest6806,what is behind the lamp,blinds,image1412
quest5359,what is on the chair,toy_doll,image1001
quest9291,what are on the racks to the right side of the refridgerator,books,image763
quest9352,what is near by deck,refridgerator,image779
quest9961,what is to the left corner of the table,telephone,image939
quest4760,what is on the left side of the cooler,stool,image833
quest8241,what is behind the chair,game_table,image422
quest2108,what is the largest object,table,image888
quest5569,what is the colour of the comforter,"blue, yellow",image1056
quest9441,how many glass cups are there,4,image800
quest3035,what is on the right side of the lamp on the table,bottle_of_liquid,image76
